category_code,category_name,program_code,program_name,commodity_code,commodity_name
J1,FLORIDA SUGARCANE PROG,2727,FLORIDA SUGARCANE DISASTER ASSISTANCE PROGRAM,0000,N/A
J2,TEXAS SUGARCANE STORAGE & TRANSP,2726,TEXAS SUGARCANE - STORAGE & TRANSPORTATION,0000,N/A
J3,LIVESTOCK ASSISTANCE GRANT,2575,LIVESTOCK ASSISTANCE GRANT,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3120,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3121,CRP - EMERGENCY FORESTRY COST SHARE,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3122,CRP - EMERGENCY FORESTRY TECHNICAL ASSISTANCE,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3125,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3126,CRP - EMERGENCY FORESTRY COST SHARE,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3127,CRP - EMERGENCY FORESTRY TECHNICAL ASSISTANCE,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3128,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3129,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,0000,N/A
J4,FORESTRY CONSERVATION RESERVE,3133,CRP - EMERGENCY FORESTRY COST SHARE,0000,N/A
J5,LIVESTOCK IND CONTRACT GROWERS,2517,LIVESTOCK INDEMNITY - CONTRACT GROWERS,0000,N/A
J6,LOUISIANA SUGARCANE PROGRAM,2729,LOUISIANA SUGARCANE DISASTER - HURRICANE,0000,N/A
J7,SPECIALTY CROP - CITRUS,2728,SPECIALITY CROP HURRICANE DISASTER - CITRUS,0000,N/A
J8,SPECIALTY CROP - FRUIT/VEGETABLE,2730,SPECIALITY CROP HURRICANE DISASTER - FRUIT/VEG,0000,N/A
J9,SPECIALITY CROP - TROPICAL FRUIT,2731,SPECIALITY CROP HURRICANE DISASTER - TROP FRUIT,0000,N/A
K1,SPECIALITY CROP - NURSERY,2732,SPECIALITY CROP HURRICANE DISASTER - NURSERY,0000,N/A
K2,05 - 07 LIVESTOCK INDEMNITY PROG,2521,05 - 07 LIVESTOCK INDEMNITY PROGRAM,0000,N/A
K2,05 - 07 LIVESTOCK INDEMNITY PROG,2522,LIVESTOCK INDEMNITY PROGRAM AUTHORIZED,0000,N/A
K3,05 - 07 LIVESTOCK COMPENSATION,2523,LIVESTOCK COMPENSATION PROGRAM AUTHORIZE,0000,N/A
K3,05 - 07 LIVESTOCK COMPENSATION,2561,05 - 07 LIVESTOCK COMPENSATION PROGRAM,0000,N/A
K4,05 - 07 CROP DISASTER ASSISTANCE,2736,05 - 07 CROP DISASTER ASSISTANCE,0000,N/A
K4,05 - 07 CROP DISASTER ASSISTANCE,2752,CROP DISASTER ASSISTANCE PROG AUTHORIZED,0000,N/A
K5,05 - 07 DAIRY DISASTER PROG,2737,DAIRY DISASTER ASSISTANCE,0000,N/A
K6,UPLAND COTTON ASSISTANCE,1225,ECONOMIC ADJUSTMENT ASSISTANCE - UPLAND COTTON,6100,UPCN
K7,BIOMASS CROP ASSISTANCE,2750,BIOMASS CROP ASSISTANCE,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2751,BIOMASS CROP ASSISTANCE - TECHNICAL ASSISTANCE,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2753,BIOMASS CROP ASSISTANCE TITLE 1 CROP RESIDUE,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2766,BIOMASS CROP ASSISTANCE -  COLLECTION MATCH PAY,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2767,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2768,BIOMASS CROP ASSISTANCE - COST SHARE,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2780,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2781,BIOMASS CROP ASSISTANCE - COST SHARE,0000,N/A
K7,BIOMASS CROP ASSISTANCE,2853,BIOMASS CROP ASSISTANCE - COLLECTION MATCH PAY,0000,N/A
K8,AVG CROP REVENUE ELECTION PROG,6744,ACRE DIRECT PAYMENTS,0000,N/A
K8,AVG CROP REVENUE ELECTION PROG,6749,ACRE PAYMENTS,0000,N/A
K9,LIVESTOCK FORAGE PROGRAM,2564,LIVESTOCK FORAGE DISASTER  PROGRAM,0000,N/A
K9,LIVESTOCK FORAGE PROGRAM,2571,LIVESTOCK FORAGE DISASTER  PROGRAM,0000,N/A
K9,LIVESTOCK FORAGE PROGRAM,2580,LIVESTOCK FORAGE DISASTER  PROGRAM,0000,N/A
K9,LIVESTOCK FORAGE PROGRAM,2835,LIVESTOCK FORAGE DISASTER  PROGRAM,0000,N/A
L1,MARKET LOSS ASST - ASPARAGUS,2743,MARKET LOSS ASSISTANCE - FRESH ASPARAGUS,0000,N/A
L1,MARKET LOSS ASST - ASPARAGUS,2758,MARKET LOSS ASSISTANCE - PROCESS ASPARAGUS,0000,N/A
L2,DAIRY ECONOMIC LOSS ASSISTANCE,2765,DAIRY ECONOMIC LOSS ASSISTANCE PROGRAM,0000,N/A
L2,DAIRY ECONOMIC LOSS ASSISTANCE,2828,DAIRY ECONOMIC LOSS ASSISTANCE PROGRAM,0000,N/A
L3,SUPPLEMENTAL ASSISTANCE PROGRAM,2746,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,0000,N/A
L3,SUPPLEMENTAL ASSISTANCE PROGRAM,2754,SUPL REVENUE ASSISTANCE RECOVERY ACT,0000,N/A
L3,SUPPLEMENTAL ASSISTANCE PROGRAM,2762,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,0000,N/A
L3,SUPPLEMENTAL ASSISTANCE PROGRAM,2763,SUPL REVENUE ASSISTANCE - RECOVERY ACT,0000,N/A
L4,2005 SPEC CROP CITRUS,2769,SPECIAL CROP CITRUS,0000,N/A
L5,2005 SPEC CROP NURSERY,2770,SPECIAL CROP NURSERY,0000,N/A
L6,EMERGENCY ASSISTANCE PROGRAM,2567,EMERGENCY ASSISTANCE LIVESTOCK -  HONEYBEES -   FISH,0000,N/A
L6,EMERGENCY ASSISTANCE PROGRAM,2568,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",0000,N/A
L6,EMERGENCY ASSISTANCE PROGRAM,2572,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",0000,N/A
L6,EMERGENCY ASSISTANCE PROGRAM,2573,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",0000,N/A
L6,EMERGENCY ASSISTANCE PROGRAM,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),0000,N/A
L7,CRP TRANSITION INCENTIVE,3327,CONSERVATION RESERVE PROGRAM - TRANSITION INCENTIVE,0000,N/A
L7,CRP TRANSITION INCENTIVE,3328,CONSERVATION RESERVE PROGRAM - TRANSITION INCENTIVE,0000,N/A
L7,CRP TRANSITION INCENTIVE,3329,CONSERVATION RESERVE PROGRAM - TRANSITION INCENTIVE,0000,N/A
L8,DURUM WHEAT QUALITY PROGRAM,2771,DURUM WHEAT QUALITY PROGRAM,0000,N/A
L9,CROP ASSISTANCE PROGRAM,2776,CROP ASSISTANCE PROGRAM,0000,N/A
M1,HAWAII SUGAR DISASTER,2779,HAWAII SUGAR DISASTER PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2773,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2785,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2789,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2823,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2836,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2852,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M2,GEOGRAPHIC DISADVANTAGED PROGRAM,2858,GEOGRAPHIC DISADVANTAGED PROGRAM,0000,N/A
M3,EMERGENCY FOREST RESTORATION,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,0000,N/A
M3,EMERGENCY FOREST RESTORATION,3344,EMERGENCY FORESTRY RESTORATION - STAFFORD,0000,N/A
M3,EMERGENCY FOREST RESTORATION,3347,EFRP SANDY STAFFORD COST SHARE,0000,N/A
M4,PIMA COTTON TRUST FUND PROGRAM,2844,PIMA COTTON TRUST FUND,0000,N/A
M5,COTTON TRANSITION ASSISTANCE,2440,COTTON TRANSITION ASSISTANCE PROGRAM,0000,N/A
M6,WOOL MANUFACTURERS TRUST FUND,2845,WOOL MANUFACTURERS TRUST FUND,0000,N/A
M7,MARGIN PROTECTION - DAIRY,8025,MARGIN PROTECTION PROGAM - DAIRY,0000,N/A
M8,PRICE LOSS COVERAGE,2837,PRICE LOSS COVERAGE PROGRAM,0000,N/A
M9,AGRICULTURAL RISK COVERAGE,2838,AGRICULTURAL RISK COVERAGE - COUNTY,0000,N/A
M9,AGRICULTURAL RISK COVERAGE,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,0000,N/A
N1,FORGIVEN INTEREST,1060,FORGIVEN INTEREST - WHEAT,1000,WHEAT
N1,FORGIVEN INTEREST,1060,FORGIVEN INTEREST - PEANUT,4210,PEANUT
N1,FORGIVEN INTEREST,1060,FORGIVEN INTEREST - UPLAND COTTON,6100,UPCN
N1,FORGIVEN INTEREST,1060,FORGIVEN INTEREST - UPLAND COTTON,9500,RICE
N2,COTTON GINNING COST SHARE,2441,COTTON GINNING COST SHARE,0000,N/A
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - BURLEY, PRODUCER",7071,BURLEY
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - FIRE CURED, PRODUCER",7072,FIRE-CURED
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - FLUE CURED, PRODUCER",7073,FLUE-CURED
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - SUN CURED, PRODUCER",7074,VIRGINIA SUN-CURED
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - VA FIRE CURED, PRODUCER",7075,VIRGINIA FIRE-CURED
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - AIR CURED, PRODUCER",7076,DARK AIR-CURED
T1,TTPP TOBACCO PRODUCER,5280,"TOBACCO TRANSITION PAYMENT - CIGAR, PRODUCER",7077,CIGAR BINDER/FILLER
T1,TOBACCO TTP - PRODUCER PAYMENT,9276,TTPP - PRODUCERS,0000,N/A
T2,TTPP TOBACCO QUOTA HOLDER - S,9277,TTPP - QUOTA HOLDERS,0000,N/A
T3,TTPP TOBACCO QUOTA HOLDER - OID,9278,TTPP - QUOTA HOLDERS,0000,N/A
T4,TTPP TOBACCO QUOTA HOLDER - INT,9279,TTPP - QUOTA HOLDERS,0000,N/A
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - BURLEY, QUOTA",7071,BURLEY
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - FIRE CURED, QUOTA",7072,FIRE-CURED
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - FLUE CURED, QUOTA",7073,FLUE-CURED
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - SUN CURED, QUOTA",7074,VIRGINIA SUN-CURED
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - VA FIRE CURED, QUOTA",7075,VIRGINIA FIRE-CURED
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - AIR CURED, QUOTA",7076,DARK AIR-CURED
T5,TOBACCO QUOTA HOLDER - INTEREST,5281,"TOBACCO TRANSITION PAYMENT - CIGAR, QUOTA",7077,CIGAR BINDER/FILLER
0,WAMLAP II - APPORTIONED,5248,WOOL & MOHAIR MARKET LOSS ASSISTANCE PROGRAM II - WOOL,0000,N/A
0,WAMLAP II - APPORTIONED,5249,WOOL & MOHAIR MARKET LOSS ASSISTANCE PROGRAM II - MOHAIR,0000,N/A
1,APPLE MARKET LOSS ASSISTANCE,5265,APPLE MARKET LOSS ASSISTANCE PROGRAM,0000,N/A
1,APPLE MARKET LOSS ASSISTANCE,5266,CROP APPLE MARKET LOSS ASSISTANCE-AUTHORIZED PAYMENT PROCESS,0000,N/A
1,APPLE MARKET LOSS ASSISTANCE,5267,CROP APPLE MARKET LOSS ASSISTANCE PROGRAM III,0000,N/A
2,CROP LOSS DISASTER ASSISTANCE,2669,CROP LOSS DISASTER ASSISTANCE PROGRAM,0000,N/A
2,CROP LOSS DISASTER ASSISTANCE,2680,CROP LOSS DISASTER ASSISTANCE PROGRAM - AUTH,0000,N/A
2,CROP LOSS DISASTER ASSISTANCE,2685,MULTI-YEAR CROP LOSS DISASTER ASSISTANCE - AUTH,0000,N/A
3,ELS SPECIAL PROVISION PROGRAM,2649,ELS COTTON SPECIAL COMPETITIVE PROVISION PROGRAM,6000,ELS
4,COTTONSEED PAYMENT PROGRAM,2646,COTTONSEED PAYMENT PROGRAM,0000,N/A
4,COTTONSEED PAYMENT PROGRAM,2720,COTTONSEED LOSS PROGRAM,0000,N/A
5,BIOENERGY PROGRAM,7840,BIOENERGY PROGRAM,0000,N/A
6,CROP SPECIAL GRADE RICE LDP,5255,"LDP - CROP SPECIAL GRADE, RICE",9500,RICE
7,OPTIONS PILOT PROGRAM,1510,OPTIONS PILOT PROGRAM,0000,N/A
7,OPTIONS PILOT PROGRAM,1610,OPTIONS PILOT PROGRAM,0000,N/A
7,OPTIONS PILOT PROGRAM,1710,OPTIONS PILOT PROGRAM,0000,N/A
8,WINTER WHEAT DEFICIENCY,5503,WINTER WHEAT DEFICIENCY ADVANCE,1000,WHEAT
8,WINTER WHEAT DEFICIENCY,5603,WINTER WHEAT DEFICIENCY FINAL,1000,WHEAT
9,RICE DEFICIENCY,2700,DEFICIENCY ADVANCE,9500,RICE
9,RICE DEFICIENCY,2701,DEFICIENCY ADVANCE,9500,RICE
9,RICE DEFICIENCY,2702,DEFICIENCY ADVANCE,9500,RICE
9,RICE DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,9500,RICE
9,RICE DEFICIENCY,7400,DEFICIENCY ADVANCE,9500,RICE
9,RICE DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,9500,RICE
9,RICE DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,9500,RICE
10,COTTON DEFICIENCY,2700,DEFICIENCY ADVANCE,6100,UPCN
10,COTTON DEFICIENCY,2701,DEFICIENCY ADVANCE,6000,ELS
10,COTTON DEFICIENCY,2701,DEFICIENCY ADVANCE,6100,UPCN
10,COTTON DEFICIENCY,2702,DEFICIENCY ADVANCE,6100,UPCN
10,COTTON DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,6000,ELS
10,COTTON DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,6100,UPCN
10,COTTON DEFICIENCY,7400,DEFICIENCY ADVANCE,6100,UPCN
10,COTTON DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,6100,UPCN
10,COTTON DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,6100,UPCN
11,FEED GRAIN DEFICIENCY,2700,DEFICIENCY ADVANCE,2000,CORN
11,FEED GRAIN DEFICIENCY,2700,DEFICIENCY ADVANCE,2200,BARLEY
11,FEED GRAIN DEFICIENCY,2700,DEFICIENCY ADVANCE,2300,OATS
11,FEED GRAIN DEFICIENCY,2700,DEFICIENCY ADVANCE,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,2701,DEFICIENCY ADVANCE,2000,CORN
11,FEED GRAIN DEFICIENCY,2701,DEFICIENCY ADVANCE,2200,BARLEY
11,FEED GRAIN DEFICIENCY,2701,DEFICIENCY ADVANCE,2300,OATS
11,FEED GRAIN DEFICIENCY,2701,DEFICIENCY ADVANCE,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,2702,DEFICIENCY ADVANCE,2000,CORN
11,FEED GRAIN DEFICIENCY,2702,DEFICIENCY ADVANCE,2200,BARLEY
11,FEED GRAIN DEFICIENCY,2702,DEFICIENCY ADVANCE,2300,OATS
11,FEED GRAIN DEFICIENCY,2702,DEFICIENCY ADVANCE,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,2000,CORN
11,FEED GRAIN DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,2200,BARLEY
11,FEED GRAIN DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,2300,OATS
11,FEED GRAIN DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,7400,DEFICIENCY ADVANCE,2000,CORN
11,FEED GRAIN DEFICIENCY,7400,DEFICIENCY ADVANCE,2200,BARLEY
11,FEED GRAIN DEFICIENCY,7400,DEFICIENCY ADVANCE,2300,OATS
11,FEED GRAIN DEFICIENCY,7400,DEFICIENCY ADVANCE,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,2000,CORN
11,FEED GRAIN DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,2200,BARLEY
11,FEED GRAIN DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,2300,OATS
11,FEED GRAIN DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,2700,SORGHUM
11,FEED GRAIN DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,2000,CORN
11,FEED GRAIN DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,2200,BARLEY
11,FEED GRAIN DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,2300,OATS
11,FEED GRAIN DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,2700,SORGHUM
12,WHEAT DEFICIENCY,2700,DEFICIENCY ADVANCE,1000,WHEAT
12,WHEAT DEFICIENCY,2701,DEFICIENCY ADVANCE,1000,WHEAT
12,WHEAT DEFICIENCY,2702,DEFICIENCY ADVANCE,1000,WHEAT
12,WHEAT DEFICIENCY,5701,DEFICIENCY FINAL PAYMENT,1000,WHEAT
12,WHEAT DEFICIENCY,7400,DEFICIENCY ADVANCE,1000,WHEAT
12,WHEAT DEFICIENCY,7700,DEFICIENCY FINAL PAYMENT,1000,WHEAT
12,WHEAT DEFICIENCY,7701,DEFICIENCY FINAL PAYMENT,1000,WHEAT
13,BARLEY ASSESSMENT DEFICIENCY,5705,BARLEY ASSESSMENT DEFICIENCY,2200,BARLEY
14,WOOL & MOHAIR MARKET LOSS ASST,5245,WOOL & MOHAIR MARKET LOSS ASSISTANCE PROGRAM - WOOL,0000,N/A
14,WOOL & MOHAIR MARKET LOSS ASST,5246,WOOL & MOHAIR MARKET LOSS ASSISTANCE PROGRAM - MOHAIR,0000,N/A
14,WOOL & MOHAIR MARKET LOSS ASST,5247,WOOL & MOHAIR MARKET LOSS ASSISTANCE PROGRAM - UNSHORN LAMBS,0000,N/A
15,NATIONAL WOOL ACT,100,WOOL PROGRAM,0000,N/A
15,NATIONAL WOOL ACT,101,WOOL PROMOTION,0000,N/A
15,NATIONAL WOOL ACT,102,WOOL ASSESSMENTS,0000,N/A
15,NATIONAL WOOL ACT,300,MOHAIR PROGRAM,0000,N/A
15,NATIONAL WOOL ACT,301,MOHAIR PROMOTIONS,0000,N/A
15,NATIONAL WOOL ACT,302,MOHAIR ASSESSMENTS,0000,N/A
16,MARKET ACCESS PROGRAM,7610,MARKET ACCESS PROGRAM,0000,N/A
17,CITRUS LOSSES IN CALIFORNIA,2655,1999 CITRUS LOSSESS IN CALIFORNIA,0000,N/A
17,CITRUS LOSSES IN CALIFORNIA,2682,1999 CITRUS LOSSESS IN CALIFORNIA - AUTH,0000,N/A
18,DAIRY INDEMNITY,7900,DAIRY INDEMNITY PROGRAM,0000,N/A
19,MILK DIVERSION,8100,,0000,N/A
19,MILK DIVERSION,8101,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8102,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8103,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8104,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8105,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8110,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8120,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8130,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8140,MILK DIVERSION,0000,N/A
19,MILK DIVERSION,8150,MILK DIVERSION,0000,N/A
20,SUGAR PIK DIVERSION PROGRAM,1035,SUGAR PAYMENT-IN-KIND DIVERSION PROGRAM,0000,N/A
21,CROP CRANBERRY MARKET LOSS,2654,CROP CRANBERRY MARKET LOSS ASSISTANCE PROGRAM,0000,N/A
22,CROP HURRICANE DAMAGE PROGRAM,2656,NORTH CAROLINA CROP HURRICANE DAMAGE PROGRAM,0000,N/A
23,NAVAL STORES CONSERVATION,3900,NAVAL STORES CONSERVATION PROGRAM,0000,N/A
24,CRP COST-SHARES,3300,CONSERVATION RESERVE PROGRAM - COST/SHARE,0000,N/A
24,CRP COST-SHARES,3301,CONSERVATION RESERVE PROGRAM - COST/SHARE ASSISTANCE,0000,N/A
25,DAIRY TERMINATION,8801,DAIRY TERMINATION,0000,N/A
25,DAIRY TERMINATION,8910,DAIRY TERMINATION,0000,N/A
25,DAIRY TERMINATION,8920,DAIRY TERMINATION,0000,N/A
25,DAIRY TERMINATION,8930,DAIRY TERMINATION,0000,N/A
25,DAIRY TERMINATION,8940,DAIRY TERMINATION,0000,N/A
25,DAIRY TERMINATION,8950,DAIRY TERMINATION,0000,N/A
27,EMERGENCY FEED,9,EMERGENCY FEED ASSISTANCE PROGRAM (EFAP),0000,N/A
27,EMERGENCY FEED,500,'OLD' EMERGENCY FEED PROGRAM,0000,N/A
28,RICE MARKETING,601,RICE MARKETING EXPENSE PAYMENTS,9500,RICE
29,CRP ANNUAL RENTAL,2000,CONSERVATION RESERVE PROGRAM,0100,N/A
29,CRP ANNUAL RENTAL,2000,CONSERVATION RESERVE - PRIOR SEPT. 1987,0200,N/A
29,CRP ANNUAL RENTAL,2000,CRP COST/SHARE ON CONTRACT ACRES,0601,N/A
29,CRP ANNUAL RENTAL,2000,CRP COST/SHARE ON NON-CONTRACT ACRES,0700,N/A
29,CRP ANNUAL RENTAL,3100,CONSERVATION RESERVE PROGRAM - ANNUAL LAND RENTAL,0000,N/A
29,CRP ANNUAL RENTAL,3101,CONSERVATION RESERVE PROGRAM - ANNUAL LAND RENTAL,0000,N/A
29,CRP ANNUAL RENTAL,3105,"CONSERVATION RESERVE PROGRAM CANCELLATION, MISACTION",0000,N/A
29,CRP ANNUAL RENTAL,3130,CRP PAYMENT - ANNUAL PAYMENT,0000,N/A
29,CRP ANNUAL RENTAL,3131,CRP PAYMENT - ANNUAL RENTAL,0000,N/A
29,CRP ANNUAL RENTAL,3132,CRP PAYMENT - ANNUAL RENTAL,0000,N/A
29,CRP ANNUAL RENTAL,3140,CONSERVATION RESERVE PROGRAM - ANNUAL LAND RENTAL,0000,N/A
29,CRP ANNUAL RENTAL,3310,CRP WETLAND RESTORATION PROGRAM,0000,N/A
29,CRP ANNUAL RENTAL,5000,CONSERVATION RESERVE PROGRAM - CORN BONUS,0000,N/A
29,CRP ANNUAL RENTAL,6390,CRP HAYING OR GRAZING,0000,N/A
29,CRP ANNUAL RENTAL,6390,CRP HAYING OR GRAZING - WITHHOLDING,0000,N/A
29,CRP ANNUAL RENTAL,6395,CRP - MANAGED HAYING AND GRAZING,0000,N/A
29,CRP ANNUAL RENTAL,6395,CRP - MANAGED HAYING AND GRAZING - WITHHOLDING,0000,N/A
29,CRP ANNUAL RENTAL,6801,CRP - FAILURE TO FULLY COMPLY,0000,N/A
29,CRP ANNUAL RENTAL,6801,CRP - FAILURE TO FULLY COMPLY - WITHHOLDING,0000,N/A
29,CRP ANNUAL RENTAL,7600,"CONSERVATION RESERVE PROGRAM - ANNUAL LAND RENTAL, REFUND",0000,N/A
29,CRP ANNUAL RENTAL,7702,ACREAGE CONSERVATION RESERVE MULTI-YEAR COST/SHARE,0000,N/A
31,LOAN DEFICIENCY,5201,WHEAT ASSESSMENT LOAN DEFICIENCY,1000,WHEAT
31,LOAN DEFICIENCY,5201,WHEAT LOAN DEFICIENCY,1000,WHEAT
31,LOAN DEFICIENCY,5201,WHEAT LOAN DEFICIENCY - COLLECTIONS,1000,WHEAT
31,LOAN DEFICIENCY,5201,WHEAT LOAN ORIGINATING FEE FOR LOAN DEFICIENCY,1000,WHEAT
31,LOAN DEFICIENCY,5201,WHEAT MARKETING ASSESSMENT LOAN DEFICIENCY,1000,WHEAT
31,LOAN DEFICIENCY,5201,WHEAT ASSESSMENT LOAN DEFICIENCY,1000,WHEAT
31,LOAN DEFICIENCY,5201,CORN ASSESSMENT LOAN DEFICIENCY,2000,CORN
31,LOAN DEFICIENCY,5201,CORN LOAN DEFICIENCY,2000,CORN
31,LOAN DEFICIENCY,5201,CORN LOAN DEFICIENCY RECEIVABLE,2000,CORN
31,LOAN DEFICIENCY,5201,CORN LOAN ORIGINATING FEE FOR LOAN DEFICIENCY,2000,CORN
31,LOAN DEFICIENCY,5201,CORN MARKETING ASSESSMENT LOAN DEFICIENCY,2000,CORN
31,LOAN DEFICIENCY,5201,CORN ASSESSMENT LAON DEFICIENCY,2000,CORN
31,LOAN DEFICIENCY,5201,BARLEY ASSESSMENT LOAN DEFICIENCY,2200,BARLEY
31,LOAN DEFICIENCY,5201,BARLEY LOAN DEFICIENCY,2200,BARLEY
31,LOAN DEFICIENCY,5201,BARLEY LOAN DEFICIENCY - COLLECTIONS,2200,BARLEY
31,LOAN DEFICIENCY,5201,BARLEY LOAN DEFICIENCY RECEIVABLE,2200,BARLEY
31,LOAN DEFICIENCY,5201,BARLEY LOAN ORIGINATING FEE FOR LOAN DEFICIENCY,2200,BARLEY
31,LOAN DEFICIENCY,5201,BARLEY MARKETING ASSESSMENT LOAN DEFICIENCY,2200,BARLEY
31,LOAN DEFICIENCY,5201,OATS ASSESSMENT LOAN DEFICIENCY,2300,OATS
31,LOAN DEFICIENCY,5201,OATS LOAN ORIGINATING FEE FOR LOAN DEFICIENCY,2300,OATS
31,LOAN DEFICIENCY,5201,OATS LOAN DEFICIENCY,2300,OATS
31,LOAN DEFICIENCY,5201,OATS LOAN DEFICIENCY - COLLECTIONS,2300,OATS
31,LOAN DEFICIENCY,5201,OATS LOAN DEFICIENCY RECEIVABLE,2300,OATS
31,LOAN DEFICIENCY,5201,RYE ASSESSMENT LOAN DEFICIENCY,2400,RYE
31,LOAN DEFICIENCY,5201,RYE LOAN DEFICIENCY,2400,RYE
31,LOAN DEFICIENCY,5201,RYE LOAN DEFICIENCY RECEIVABLE,2400,RYE
31,LOAN DEFICIENCY,5201,RYE LOAN ORGINATING FEE FOR LOAN DEFICIENCY,2400,RYE
